video_id,first_trending_ts,views_day1,likes_day1,dislikes_day1,comments_day1,likes_ratio,comments_ratio,days_trending(target),category_name_Autos & Vehicles,category_name_Comedy,category_name_Education,category_name_Entertainment,category_name_Film & Animation,category_name_Gaming,category_name_Howto & Style,category_name_Music,category_name_News & Politics,category_name_Nonprofits & Activism,category_name_People & Blogs,category_name_Pets & Animals,category_name_Science & Technology,category_name_Shows,category_name_Sports,category_name_Travel & Events
HD5PT7bvcis,2018-01-05,124834,3019,143,448,0.954775458570525,0.00358876588109,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HDDIWGlBt3o,2017-12-12,553866,66026,671,8479,0.989939577492241,0.0153087569917633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HDJYRLqTUjo,2018-01-20,51934,2914,58,625,0.9804845222072678,0.0120345053336927,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HDx7dI1D1zE,2018-01-03,2517782,160006,1224,17839,0.992408360726912,0.0070852043584392,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HEVonh8bjC0,2018-02-02,178986,1570,134,223,0.921361502347418,0.0012459075011453,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HEuJgDU68wo,2018-01-31,234280,1349,7,488,0.9948377581120944,0.0020829776336008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HFGzgtMyOZY,2018-04-22,979617,51845,1781,6140,0.9667884981165852,0.006267755663693,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HHOyg1oDeis,2017-12-23,552234,63349,1191,6391,0.9815463278586924,0.0115729926082059,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HHauPi8CS4k,2017-12-27,171881,3910,310,513,0.9265402843601896,0.0029846230822487,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HHtfcjwHERA,2017-11-22,4452,140,10,13,0.9333333333333332,0.0029200359389038,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HJqALBKE4r4,2017-12-16,48426,2645,21,112,0.9921230307576894,0.0023128071697022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HKIIgYFhQlE,2017-12-09,1006354,81200,424,3640,0.994805449377634,0.0036170174709893,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HL3wvhv9QGg,2017-11-22,54392,470,19,44,0.9611451942740288,0.0008089424915428,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HL6ECWZ8G1s,2018-01-16,570835,22730,539,3734,0.9768361339120718,0.0065412947699422,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HMU5njzTAK0,2017-12-31,25264,2066,38,86,0.9819391634980988,0.0034040531982267,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HNa_UWX51_s,2017-11-14,226088,10844,302,555,0.9729050780549076,0.0024547963624783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HOblx_0Zyts,2018-02-09,41602,907,21,65,0.9773706896551724,0.001562424883419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HOxylh5runs,2018-05-13,183199,25240,522,4125,0.9797375980125766,0.0225164984525024,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HPdmdO0ZxgA,2018-01-14,2479,41,9,25,0.82,0.0100847115772488,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HPs9EGBhl7M,2018-01-17,11630,40,3,12,0.9302325581395348,0.0010318142734307,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HQ9rgYcEstM,2018-02-07,58933,992,37,159,0.9640427599611272,0.0026979790609675,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HQiDKE85P3U,2018-04-06,1387393,57537,4804,5877,0.9229399592563482,0.0042360023439645,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HSezK15Ewdo,2018-01-19,112510,3885,66,257,0.9832953682611996,0.0022842414007643,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HTTpDGDAxtg,2018-05-18,2405120,62240,1812,29313,0.97171048523075,0.012187749467802,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HTi1c_tLnqw,2017-12-14,172994,20116,211,1102,0.9896197176169628,0.0063701631270448,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HUV1unZsiKE,2018-02-20,41845,308,126,427,0.7096774193548387,0.0102043254869159,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HUZRjGEwqCg,2018-02-01,199486,2176,1248,715,0.6355140186915887,0.003584211423358,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HVKuA1s5I3o,2018-01-17,71574,3449,49,247,0.9859919954259576,0.0034509738173079,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
H_4ESBLJXQc,2017-12-25,53321,361,71,456,0.8356481481481481,0.0085519776448303,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H_TJs9vH0ow,2018-02-05,30260,1769,20,65,0.9888205701509224,0.0021480502313284,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
H_ZaS6agxPs,2018-02-23,23405,1173,8,124,0.9932260795935648,0.0052980132450331,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H_cwo3NxUUA,2018-01-12,264826,24840,272,2944,0.9891685250079644,0.0111167332512668,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaRpFCEWLE0,2017-12-02,18630,1268,26,95,0.9799072642967542,0.0050993022007514,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HbKnEQdCjGg,2018-02-24,62052,6373,36,336,0.9943828990482134,0.0054148133823245,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HbNYuOTaYFs,2018-01-18,142613,7443,345,893,0.9557010785824344,0.0062617012474318,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HdusPnywwPI,2018-05-27,770356,40961,900,5188,0.978500274718712,0.0067345487021584,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HfIgfy0HJHU,2018-04-07,258110,6281,279,534,0.957469512195122,0.0020688853589554,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hfho_nJ5JJ8,2017-12-13,10325,485,18,99,0.9642147117296224,0.0095883777239709,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hgc2njyY4Rs,2017-12-29,42826,3019,212,147,0.9343856391210152,0.0034324942791762,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hgiu9cqph5Y,2018-04-17,1098295,78936,973,6757,0.9878236494011938,0.0061522632808125,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HgjVWV0Uw3M,2018-02-07,88867,2544,271,1621,0.9037300177619894,0.0182407417826639,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HgknAaKNaMM,2018-03-03,716096,23734,1159,2057,0.9534407263086008,0.0028725198856019,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hh-YcWJTt7Y,2018-05-28,179815,8016,703,1633,0.9193714875559124,0.0090815560437115,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HhGJBBPVpqQ,2018-02-08,33968,352,22,33,0.9411764705882352,0.0009715025906735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hi2tjMLVpdQ,2018-01-17,1124458,104366,1454,8284,0.9862596862596864,0.007367104862965,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hi91aDmYI2E,2017-12-07,44955,473,107,637,0.8155172413793104,0.0141697252808363,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HiQHcbFJv_o,2018-04-14,1031278,85788,1457,6835,0.9832999025732132,0.0066276988358134,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HicAnFGE9bA,2018-03-15,144359,5469,107,396,0.9808106169296988,0.002743161146863,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hj3zmfipxqk,2018-03-05,104291,5286,126,551,0.9767184035476718,0.0052832938604481,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hk5dxn5dj2M,2018-04-25,8593086,305102,11053,25290,0.965039300343186,0.0029430637607955,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HkOLf9BMRZ4,2018-01-30,27762,633,54,65,0.9213973799126638,0.0023413298753692,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hkx5fveyjIs,2018-02-10,71308,998,74,93,0.9309701492537312,0.0013042014921186,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hl0GSLcwHVs,2018-01-08,563246,7843,290,2362,0.9643428009344646,0.004193549532531,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hl6lrx2O6WE,2018-01-14,132395,4035,150,1488,0.96415770609319,0.0112390951319913,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hlch9lKAeXo,2017-12-08,628082,20364,772,3070,0.9634746404239212,0.0048878968032836,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HmBIn9De-Yc,2018-03-08,226548,8959,121,874,0.9866740088105728,0.0038579020781467,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hmb0Q0Q_7jo,2018-02-05,181350,10530,53,618,0.9949919682509686,0.0034077750206782,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hndpk6A4VcE,2018-02-21,57972,4823,1198,1141,0.8010297292808504,0.019681915407438,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HnnRyhuX_jM,2018-01-13,389236,12539,314,1734,0.9755699058585544,0.0044548808434985,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ho-QAgN6hHA,2018-01-19,97518,679,33,120,0.9536516853932584,0.0012305420537746,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ho8Q_ebYgZc,2018-02-08,177269,2220,206,372,0.9150865622423744,0.0020985056608882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HoSWvxeBiWc,2018-02-23,709666,8501,300,1175,0.9659129644358596,0.0016557084600361,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HorugBalutw,2018-05-21,880458,17037,300,2266,0.9826959681605816,0.0025736605266804,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hpv3jqmYRjk,2018-02-09,837909,18214,361,3114,0.9805652759084792,0.0037163940236946,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hq4jk71B1Hk,2018-02-28,73447,3846,258,1054,0.9371345029239766,0.0143504840224924,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hq89wYzOjfs,2017-11-15,4009,61,6,14,0.9104477611940298,0.0034921426789723,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HqXKEgTYZBQ,2017-12-19,1222270,44795,1760,8417,0.962195252926646,0.0068863671692833,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HqwVFXyCfOI,2017-12-31,119159,3082,111,320,0.9652364547447542,0.0026854874579343,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HrQNdClwMs4,2018-05-14,1097018,20190,1966,3044,0.9112655714027804,0.0027747949441121,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HszBf-CJeVE,2017-11-23,545535,29140,321,1663,0.9891042395030718,0.003048383696738,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HtLbE_SIuxg,2018-04-05,487716,10540,447,1968,0.9593155547465186,0.0040351352016337,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Htu3va7yDMg,2018-01-13,396804,10285,526,886,0.9513458514475996,0.002232840394754,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hu5FZYlCfc8,2018-03-23,223107,15437,331,695,0.979008117706748,0.0031150972403375,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HuG2uAWVlP4,2018-01-17,165494,3487,238,512,0.9361073825503357,0.0030937677498882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HuWLoCF9rWQ,2018-04-14,1055484,45892,1859,6248,0.9610688781386776,0.0059195591785379,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Huab6p5HW0E,2018-02-09,1781966,24138,1083,1683,0.957059593196146,0.0009444624644914,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HuwPCUzqwKs,2018-03-16,200534,8142,222,670,0.9734576757532282,0.0033410793182203,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HvPbH30KWLE,2018-01-26,573677,129098,486,8084,0.996249536979874,0.014091553260807,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hvysy11716g,2018-02-01,314691,14872,490,708,0.968103111574014,0.0022498260198099,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HwYMsqONPzE,2018-02-19,100909,690,377,1114,0.6466729147141518,0.0110396495852698,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HxuHo62reRw,2018-03-30,665554,28937,333,1130,0.9886231636487872,0.0016978336844192,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HxuRKqGx0Ik,2018-04-15,291895,5205,749,1181,0.8742022169969769,0.0040459754363726,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hy71N2OSGZA,2018-01-12,38585,907,33,76,0.9648936170212766,0.0019696773357522,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HysgiQT5_eI,2018-01-29,722887,7214,241,1727,0.9676727028839704,0.0023890317573839,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hz56cJfoYgc,2018-01-18,860192,44274,483,9627,0.989208391983377,0.0111916874372233,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HzILu6yyA20,2018-01-05,3543813,789,117,380,0.8708609271523179,0.0001072291342686,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hzk1bM2vVFU,2018-05-10,881878,69645,476,4915,0.9932117340026526,0.0055733332728563,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I-5CODzeGEE,2017-11-16,62185,4369,82,867,0.9815771736688385,0.0139422690359411,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I-BGTp-I9aU,2018-03-11,1523626,34503,3421,5754,0.9097932707520304,0.0037765173343064,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I-FHMnfORbo,2018-03-02,116029,9064,148,381,0.9839339991315676,0.0032836618431598,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I-xZz2OabW0,2017-12-18,402081,3582,1650,5251,0.6846330275229358,0.013059557651319,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I2sRc3j7IU0,2018-03-31,726149,59182,615,3805,0.9897152031038348,0.0052399714108261,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I3ysRfAo49k,2018-02-01,1697125,64867,4416,4674,0.9362614205504958,0.0027540693820431,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5X3vC-XsU0,2018-02-22,493621,6787,458,1465,0.936783988957902,0.0029678640090271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I5qFoctplSU,2018-01-27,730611,8780,202,1057,0.9775105767089736,0.0014467343086813,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I6N-XuYllgA,2017-11-23,630362,34793,358,1938,0.9898153679838412,0.003074423902456,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I7LJIuB2CHE,2018-02-08,1060880,36718,900,3562,0.97607528310915,0.0033575899253449,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I8TVdFbFMg4,2017-11-23,259918,9228,308,967,0.9677013422818792,0.0037204041274555,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I8Umj580ls0,2018-02-28,2311760,34425,6094,9453,0.8496014215553197,0.0040890922933176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I8caeFYzPxk,2018-01-07,51932,82,4,11,0.9534883720930232,0.0002118154509743,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I92OeEHWmTc,2018-01-22,94758,1329,105,299,0.9267782426778244,0.0031554064036809,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IB8_pdzWy6Q,2018-05-11,809105,25383,207,0,0.9919109026963656,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IBHx9uwCy3w,2018-01-26,199030,11524,680,3335,0.9442805637495904,0.0167562678993116,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IBVo8dfqTBc,2018-01-30,5799849,125915,1692,16056,0.9867405393121068,0.0027683479345755,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IC_lnyn2R2Q,2017-12-14,162967,3116,138,272,0.9575906576521204,0.0016690495621813,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IE-xepGLVt8,2017-11-14,237307,1896,74,260,0.9624365482233502,0.0010956271833532,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IEqj7xR9iOU,2017-12-07,30739,705,31,50,0.9578804347826086,0.0016265981326653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFasecLYzD0,2018-01-05,182778,6153,94,451,0.98495277733312,0.0024674742036787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IGScS6YgzBY,2018-02-02,10640,168,7,156,0.96,0.0146616541353383,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGhC2EwCAWM,2017-12-19,1588796,60797,2001,11736,0.9681359278957928,0.0073867255456332,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IIS1M7m9tw8,2018-01-27,434877,22699,1538,2790,0.9365433015637248,0.006415607171683,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IIyZuKN2j7U,2018-01-29,301710,7115,750,2351,0.9046408137317228,0.0077922508368963,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IJKjMIU55pE,2017-12-20,306095,11726,283,1103,0.9764343409109836,0.003603456443261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IJlXXvSFyUU,2018-03-08,327912,6306,188,275,0.971050200184786,0.000838639635024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJofEhiRpy0,2018-03-01,1024011,79960,1363,5545,0.9832396738929946,0.0054149808937599,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IKCcW7d1tlg,2018-04-18,120802,1700,52,538,0.9703196347031964,0.0044535686495256,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IKuKZIISPE0,2017-11-17,69199,4237,15,220,0.996472248353716,0.0031792366941718,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ILwBaXplwZU,2017-12-21,183272,8536,234,1784,0.9733181299885976,0.0097341656117683,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMzf3C34NNM,2017-12-15,42445,2972,6,195,0.9979852249832102,0.004594180704441,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IOLzpBzUXZs,2018-02-23,140973,1028,25,119,0.976258309591643,0.0008441332737474,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOuFE-6Awos,2017-11-28,1548962,122670,1421,15016,0.9885487263379296,0.0096942339450548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IP4hs_wq5yE,2018-05-02,2750165,43147,2740,6195,0.940288099025868,0.0022525921172002,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IQ2lnlj9WzQ,2018-01-16,331939,66,11,23,0.8571428571428571,6.928983939820269e-05,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IQYLPEuAClo,2017-12-14,1842639,105959,876,3483,0.9918004399307344,0.0018902237497415,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IR8k4uYnTfI,2017-12-17,10914,295,59,57,0.8333333333333334,0.0052226498075865,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IU-Fo-QEpOI,2017-12-22,1820947,31223,702,1925,0.9780109631949884,0.0010571422452163,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IUmdcd_8Vwc,2018-02-09,66798,3043,70,443,0.9775136524253132,0.0066319350878768,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IUsFWiE0d20,2018-04-25,128633,17483,42,1867,0.9976034236804564,0.0145141604409443,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IX3_Aqji4yE,2018-02-05,83386,1293,48,108,0.96420581655481,0.0012951814453265,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IX6gYfA6l88,2018-05-01,610217,9433,1893,3246,0.8328624404026135,0.0053194191574472,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IXJhN4cOVM0,2017-12-12,84968,1396,400,961,0.77728285077951,0.0113101402881084,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IXNrHusLXoM,2018-01-03,965999,61657,834,2822,0.9866540781872588,0.0029213280759089,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IYhwU5Q5mkA,2018-03-08,224081,11269,155,1380,0.9864320728291316,0.0061584873327055,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IYyjBXDyYLo,2017-12-29,147317,5542,177,700,0.9690505333100192,0.0047516579892341,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IZNAp5g-nPQ,2018-05-26,1820339,53822,1571,7351,0.971639015760114,0.0040382588078374,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Iay3Wu6wybA,2017-12-01,373301,21900,1062,1508,0.9537496733733996,0.004039635575581,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IbJwUqKgHkQ,2018-05-01,757995,18069,745,2552,0.9604018284256404,0.0033667768257046,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IbVR4kzVQrk,2017-11-30,94912,668,122,174,0.8455696202531645,0.0018332771409305,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IbmvDn6I6sI,2017-12-17,30361,26,4,6,0.8666666666666667,0.0001976219492111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IcDI1iWmIp8,2018-05-01,2457390,28112,1273,3622,0.95667857750553,0.0014739215183589,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Id2hMkmcIMA,2017-12-16,43006,1868,33,103,0.9826407154129404,0.0023950146491187,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IeTTfquV0iE,2017-11-19,7108,587,5,57,0.991554054054054,0.0080191333708497,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
If-n27SUAl8,2018-02-23,26096,416,6,26,0.985781990521327,0.0009963212752912,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IfYRzxeMdGs,2017-12-08,437979,17508,6068,5397,0.7426196131659315,0.0123225086134266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IfdihPR__WI,2018-02-02,74090,2184,47,204,0.9789332138054684,0.0027534080172762,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IfkWuQY0ti8,2017-12-18,228745,1848,41,144,0.9782953943885654,0.000629521956764,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IgEcA4RT3tw,2018-05-08,338246,9286,181,674,0.9808809548959544,0.0019926325810209,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IgUlowmSeHo,2018-03-22,161597,8669,128,816,0.9854495850858248,0.005049598693045,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IhhemrLxeeM,2018-03-01,14994,165,22,138,0.8823529411764706,0.009203681472589,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ii3Rr4-Pxow,2018-03-25,1766034,89999,2415,6208,0.9738675958188152,0.0035152211112583,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IiRmtBZu0pM,2018-01-21,73104,12494,75,1061,0.9940329381812396,0.0145135697089078,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ii_Gz1WbBGA,2018-01-30,154117,8496,53,1203,0.9938004444964323,0.0078057579631059,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IjFxx9SrOTU,2017-12-16,49461,766,31,41,0.961104140526976,0.000828935929318,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IjTBcqpl2kc,2017-12-27,1379675,36577,3734,0,0.907370196720498,0.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IjvXgzSa1Dk,2018-02-28,379108,25191,242,1842,0.99048480320843,0.0048587737531257,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IkV5VpEROW0,2018-02-02,767037,29078,585,2066,0.9802784613828676,0.0026934815400039,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IlkBLwl4aBM,2018-03-23,4321512,598021,2990,54873,0.9950250494583294,0.0126976391596274,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IoqDYnn7VKA,2017-12-30,6624,412,18,40,0.958139534883721,0.0060386473429951,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IpN_wAlYZSs,2018-05-31,1361565,48414,937,5129,0.9810135559563128,0.0037669887225361,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IqutUA3UOuw,2018-02-15,51146,190,6,12,0.9693877551020408,0.0002346224533687,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isvqg90LhqM,2018-01-21,1193873,90363,1032,6986,0.9887083538486788,0.0058515436734057,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ItL6vcUrpUs,2017-12-22,408491,34574,690,1911,0.9804333030852994,0.0046781936444132,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ItYOdWRo0JY,2017-11-15,1836419,28647,17815,7860,0.6165683784598166,0.0042800689820787,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IuYFvaNHJug,2017-11-23,112466,7227,76,288,0.9895933178145968,0.0025607739227855,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IumYMCllMsM,2017-11-25,621447,41148,444,1780,0.9893248701673398,0.0028642828752894,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IvAvHjYoLUU,2018-01-24,316010,17126,627,2011,0.9646820255731424,0.0063637226670042,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IxF3mxWbdjw,2017-12-30,654296,63559,1211,6748,0.9813030724100664,0.0103133749862447,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IywiodrtyfM,2017-12-20,171311,21743,144,1534,0.9934207520445928,0.0089544746105037,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IzQwbRdh5Ts,2018-01-27,31145,188,1,4,0.9947089947089948,0.0001284315299406,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
