video_id,first_trending_ts,views_day1,likes_day1,dislikes_day1,comments_day1,likes_ratio,comments_ratio,category_name,days_trending(target)
U22EEAK_VLc,2017-11-26,45929,2713,72,179,0.9741472172351885,0.003897319776176272,Howto & Style,6
U3wVDJTOzqA,2018-04-21,264767,3296,68,247,0.9797859690844233,0.000932895715855828,People & Blogs,4
U44YLdW9AL4,2017-11-21,224651,10504,300,1586,0.9722325064790818,0.007059839484355734,Travel & Events,7
U5EDORs8Jkk,2018-01-08,175035,27051,233,2058,0.9914601964521331,0.011757648470305939,Entertainment,4
U5nrrnAukwI,2018-02-02,425705,1845,36,233,0.9808612440191388,0.0005473273745903853,Science & Technology,1
U7x9pTb9Lwg,2017-12-21,69862,550,17,47,0.9700176366843033,0.0006727548595803155,Entertainment,4
U9w-yE3SvkY,2018-02-28,223092,5714,372,1573,0.938876109102859,0.007050902766571639,Entertainment,11
UAJDrWVyOoA,2017-12-11,525869,23332,675,2172,0.9718832007331195,0.004130306216947567,Comedy,2
UAdJvXMIlXc,2017-12-01,166157,4276,130,436,0.970494779845665,0.002624024266206058,Science & Technology,7
UB1cGaIW81I,2017-11-19,43202,540,25,67,0.9557522123893806,0.0015508541271237442,Entertainment,4
UC34HrZhfPM,2017-11-17,23429,365,10,188,0.9733333333333334,0.008024243458961116,Sports,1
UCKC-QVcVn0,2018-01-31,93244,8289,35,580,0.9957952907256127,0.006220239371970315,Science & Technology,5
UCrMn3LLMVU,2018-02-21,445795,18269,152,442,0.9917485478529938,0.0009914871185186015,Music,9
UDByuFJ2nDg,2018-05-22,513945,3332,215,1225,0.9393853961093882,0.0023835235287822626,Sports,2
UE-kaxIiNPQ,2018-05-09,1549431,51681,806,1863,0.9846438165641016,0.001202376872542243,Howto & Style,15
UEhsFEgsI5U,2018-02-27,540275,11737,686,2273,0.9447798438380424,0.004207116746101522,Film & Animation,13
UEu_f6iNfAs,2018-02-06,61230,3385,44,308,0.9871682706328375,0.0050302139474114,Science & Technology,3
UFPSIa1cLRQ,2017-11-14,38068,2195,28,154,0.98740440845704,0.004045392455605758,Music,1
UFXMfh5lKFs,2018-02-19,20454,388,69,145,0.849015317286652,0.007089077930967048,Sports,2
UFYCTJlayS4,2017-11-14,52591,2233,187,255,0.9227272727272727,0.004848738377288889,Film & Animation,3
UFz3K9ByUqE,2018-02-11,460743,4999,93,306,0.9817360565593087,0.0006641446533099798,Entertainment,6
UH0nTHb6OdY,2017-12-12,1495447,45547,1174,7590,0.9748721131825089,0.005075405547638933,Entertainment,4
UJIo1AtoTss,2018-03-16,125112,10784,124,916,0.9886321965529886,0.007321439989769167,Music,15
UK2OQ67Xr4o,2017-12-24,90662,1836,100,172,0.9483471074380165,0.0018971564712889635,Entertainment,10
UNnHy6Qc5-c,2018-01-19,2780977,235816,1915,11102,0.9919446769668239,0.003992122193027846,Comedy,7
UO5ktwPXsyM,2018-02-16,420284,17558,207,1172,0.9883478750351815,0.002788590572089349,Education,6
UOHURuAf5iY,2018-03-29,170574,11060,92,1270,0.9917503586800573,0.007445448896080294,Education,10
UPFo1B81hKM,2018-01-14,46650,1527,18,180,0.9883495145631068,0.0038585209003215433,Entertainment,2
UPPkvPe5WJ8,2017-12-14,63660,2347,182,855,0.9280347963621985,0.013430725730442978,Entertainment,3
UQHSK-kgONk,2017-11-23,97414,3275,27,251,0.9918231374924288,0.002576631695649496,Music,7
UQkBcHLZOqU,2018-05-13,3285346,174749,1580,9679,0.991039477340653,0.0029461128295162823,People & Blogs,7
USXoINPEhoA,2018-05-12,1707223,82527,1273,13236,0.9848090692124105,0.007752941472789436,Science & Technology,15
UUDaCU3SHqI,2018-02-14,600228,3976,420,601,0.9044585987261147,0.0010012861779190574,Sports,1
UUreMfN5eNA,2017-12-28,30550,555,72,100,0.8851674641148325,0.0032733224222585926,Autos & Vehicles,8
UVNIEszp2UQ,2017-12-11,543838,13833,521,1726,0.9637034972829873,0.003173739238523237,Entertainment,4
UWz4LPyoSw4,2018-04-14,894671,21233,958,2379,0.9568293452300483,0.0026590780298008988,Science & Technology,3
UXm1xHECZu0,2017-11-29,208877,18480,79,1649,0.995743305134975,0.007894598256390124,Entertainment,6
UYDAgS2Mr6M,2018-04-02,300191,4867,259,2353,0.9494732735076082,0.007838342921673201,Entertainment,6
UYZ1WjJI1NM,2018-02-21,361213,5221,217,423,0.9600956233909526,0.0011710541979386125,Entertainment,1
UZ47aQFp2TQ,2018-05-06,982049,23413,1313,4466,0.9468980021030494,0.00454763458849813,Entertainment,4
UZf9m_x7o88,2017-12-07,31711,152,24,375,0.8636363636363636,0.011825549493866482,News & Politics,6
Ub53c95Soqk,2017-12-10,154042,2954,68,297,0.9774983454665784,0.0019280455979538047,Comedy,3
Ucjgl-4s2nw,2018-02-04,209539,2739,769,585,0.7807867730900798,0.002791843045924625,Entertainment,2
UddlsDsoIWs,2018-03-03,904142,34112,554,1295,0.9840189234408354,0.001432297139166193,People & Blogs,3
UelDrZ1aFeY,2017-12-19,300775,18859,105,1628,0.9944631934191099,0.005412683899925193,Music,4
UfR5dKcKJvY,2017-12-31,3334565,167596,8753,9296,0.9503654684744456,0.002787769919014924,Comedy,8
Ugcz3EaGodE,2018-01-22,269388,8521,105,384,0.9878274982610712,0.0014254532495879548,Pets & Animals,5
UgpL43chE-E,2018-02-17,220085,1662,50,92,0.9707943925233645,0.0004180203103346434,Entertainment,8
Uh4XJjr53vg,2018-01-25,19416,693,84,62,0.8918918918918919,0.00319324268644417,Howto & Style,2
Uh5y9hDHq9I,2018-01-12,73427,3973,81,196,0.980019733596448,0.002669317825867869,People & Blogs,3
UhZ56rcWwRQ,2017-11-20,165139,3496,471,557,0.8812704814721452,0.003372916149425635,Film & Animation,9
UiWGp8dFr5k,2017-11-25,179838,2401,108,207,0.9569549621363093,0.0011510359323391051,Entertainment,6
UjtOGPJ0URM,2018-02-03,2693043,141189,5574,16652,0.962020400237117,0.006183339812992217,Education,7
UmFS7No3t8Y,2018-01-04,1384219,218402,586,16976,0.9973240542860796,0.012263955342326611,Comedy,6
UmXbLTbi8Hg,2018-03-23,666377,33684,741,1176,0.978474945533769,0.0017647667911707637,Comedy,15
Up09AUDzLVI,2017-11-23,151739,8015,104,1774,0.9871905407069836,0.011691127528189852,Science & Technology,5
Upems4CB_ps,2017-11-30,127521,696,52,233,0.93048128342246,0.0018271500380329514,Gaming,2
UqItlHUSN-4,2017-11-28,849365,63174,1465,7191,0.9773356642274788,0.008466324842676587,Music,8
UuCq8mtK8J4,2017-11-17,673010,58902,786,2901,0.9868315239244069,0.004310485728295271,Music,7
UuETCtbExnM,2017-12-22,71425,1130,37,85,0.9682947729220223,0.0011900595029751488,Comedy,1
UuR8UhMTw5U,2018-04-17,687373,13355,676,1647,0.9518209678568883,0.0023960789847724596,Entertainment,7
Uv2LvQ0FEvo,2017-12-21,151057,10580,636,2135,0.9432952924393724,0.014133737595742005,Entertainment,8
Uvh3v1BkJ-A,2018-01-05,240007,26991,426,3126,0.9844621949885107,0.01302462011524664,Howto & Style,5
UwdLlnPaRAU,2017-11-16,229515,9435,90,759,0.9905511811023622,0.0033069734004313443,Sports,6
Ux7f_eqeLYw,2017-12-08,23869,1694,18,88,0.9894859813084113,0.003686790397586828,People & Blogs,4
Uy7yJdq1yhg,2018-05-18,1868920,91941,1469,9061,0.9842736323734076,0.004848254606938766,Howto & Style,13
UzQP7u-IOxg,2018-01-17,646682,6978,395,1129,0.9464261494642615,0.0017458348925747122,Sports,7
UzeIb-TZo_I,2018-03-15,298219,10363,648,1637,0.9411497593315775,0.005489254541125817,Entertainment,13
V-F7tpdPZ-E,2018-02-14,356587,15746,347,2015,0.9784378301124712,0.005650794897177968,Pets & Animals,3
V0HCZ4YGqbw,2018-01-17,966723,141202,1804,17629,0.9873851446792442,0.018235833842786403,People & Blogs,8
V1LBWKqQpfI,2018-01-22,262666,11858,345,1467,0.971728263541752,0.005585039555937959,Science & Technology,5
V1oBoGdrVTs,2018-03-02,136655,1633,175,146,0.9032079646017699,0.0010683838864293293,Sports,2
V1rt0t21vQw,2018-03-08,268105,2668,100,250,0.9638728323699421,0.0009324704873090767,People & Blogs,8
V2fw7u1epLg,2018-02-19,1199142,118153,2033,16670,0.9830845522773035,0.013901606315182021,Science & Technology,3
V3EYjVPRClU,2017-11-23,684778,62969,1492,6495,0.9768542219326415,0.009484825739144657,Music,8
V4kfrZSejVc,2018-03-15,227342,9760,140,959,0.9858585858585859,0.004218314257814218,Pets & Animals,7
V59YAu9l-gY,2018-01-22,268994,7870,165,933,0.9794648413192284,0.0034684788508293866,Sports,6
V69XYIRjKww,2018-02-02,1421492,462,46,95,0.9094488188976378,6.683118863841653e-05,Entertainment,5
V6wWKNij_1M,2018-01-31,588196,6264,132,749,0.9793621013133208,0.0012733850621221498,Film & Animation,7
V7E7huN3CPU,2018-02-07,57147,149,13,25,0.9197530864197531,0.00043746828354944265,Science & Technology,7
V8-JfSXPDp0,2018-01-31,1082127,16995,2424,3518,0.8751737988567897,0.003251004734194785,Entertainment,5
V84c6CqZ3dE,2018-01-07,184153,15234,269,1761,0.9826485196413597,0.009562700580495567,Entertainment,4
V8OUVHlpnag,2018-02-03,183331,11540,60,1112,0.9948275862068966,0.006065531743131276,Music,4
V8d6oQPQmX0,2018-02-19,184136,6278,278,1466,0.9575960951799878,0.007961506712429943,Entertainment,8
VA7Y_Psp5l4,2018-02-10,392132,34123,384,2203,0.9888718231083549,0.0056180061815919126,Music,9
VAUHZYf_aKY,2017-12-23,1202896,32265,1960,2424,0.9427319211102995,0.002015136803181655,People & Blogs,12
VA_P3p7MI98,2018-02-16,267777,7881,398,699,0.9519265611788863,0.00261038102600298,News & Politics,6
VAk6bUhETHM,2017-12-20,21193,1438,49,83,0.9670477471418965,0.0039163874864342,Music,8
VFnXRntc9XA,2018-01-27,103116,5108,177,790,0.9665089877010407,0.0076612746809418516,Music,6
VH-DA0YgHHU,2017-12-20,130954,8242,117,316,0.9860031104199067,0.002413061074881256,Music,8
VH4pgiB5xu8,2018-01-18,168637,20515,71,1887,0.9965510541144467,0.011189715187058594,Entertainment,5
VKW64fQwzRc,2017-11-28,29733,290,18,168,0.9415584415584416,0.005650287559277571,Sports,5
VKY5Ws1Ys1w,2017-12-09,41535,402,9,39,0.9781021897810219,0.0009389671361502347,Music,3
VLxl1UeuwHY,2018-02-12,844823,17975,743,4222,0.9603055882038679,0.0049974965170219085,Travel & Events,9
VNqrILFD5h0,2017-11-18,31816,215,39,62,0.8464566929133859,0.00194870505406085,Entertainment,7
VPJ7BcVsOUU,2017-12-06,24941,2012,19,121,0.9906450024618415,0.0048514494206326935,Howto & Style,6
VQdKe6_3PAU,2017-11-26,76217,3797,135,636,0.9656663275686673,0.008344595037852448,Film & Animation,6
VQhIUzPJi8o,2017-12-30,496336,94831,793,9560,0.9917071028193759,0.019261145675510138,Music,9
VQm_Y7wEzGQ,2018-03-08,215546,5966,155,629,0.9746773403038719,0.0029181705993152275,Howto & Style,7
VRHhT9f6e0k,2018-03-01,110072,179,13,31,0.9322916666666666,0.0002816338396685806,Film & Animation,1
VRiJHZU0Fxg,2017-12-08,387113,15127,584,1510,0.9628285914327541,0.003900669830256282,People & Blogs,2
VSJ0STT8JRw,2017-11-27,601493,22868,709,1925,0.9699283199728549,0.0032003697466138426,Comedy,6
VSVXhc5LlII,2017-11-17,298744,5906,444,1502,0.9300787401574803,0.005027716037811638,Autos & Vehicles,4
VTVLcK2zybM,2017-11-29,626351,80859,381,11513,0.9953101920236337,0.01838106748452545,Music,3
VTVQUw1SJ2U,2018-02-19,175591,1292,119,164,0.9156626506024096,0.0009339886440649008,Entertainment,7
VUBxPuyUD7w,2017-11-22,210815,5231,73,728,0.986236802413273,0.003453264710765363,Entertainment,1
VUbsFtLkGN8,2017-11-27,831957,24840,1128,3651,0.9565619223659889,0.004388447960651813,News & Politics,1
VVMCz04CmlA,2018-03-26,2303616,110998,2168,9914,0.9808423024583356,0.004303668667000056,Entertainment,13
VVxQ9HC2aeY,2018-03-09,822072,60817,780,3190,0.9873370456353394,0.003880438696367228,Howto & Style,6
VW2xRR75lKE,2018-02-01,394816,6103,130,457,0.9791432696935665,0.0011575012157562002,Education,5
VWFoCcbXqAw,2017-12-14,26282,667,27,90,0.9610951008645533,0.003424396925652538,Film & Animation,5
VXFQWu55vO8,2017-11-29,43358,2031,125,375,0.9420222634508348,0.00864892292079893,Film & Animation,5
VXQ1FD77egw,2018-02-12,305511,11500,492,1988,0.9589726484322882,0.0065071306761458675,Entertainment,7
VYmfEx3taAM,2018-04-04,697391,14248,374,5118,0.9744221036793872,0.007338781257572868,Entertainment,8
V_jU_ssWvc4,2017-12-24,225941,3849,728,762,0.8409438496831986,0.0033725618634953373,Comedy,12
VaGcPRMY5UM,2018-04-02,2133440,89920,3209,4607,0.9655424196544578,0.002159423278836058,Music,11
VdugkldCx10,2017-11-25,154871,6992,187,364,0.9739518038724057,0.0023503431888474923,Music,5
VeXoFFxxUyc,2018-03-08,142903,442,147,135,0.7504244482173175,0.0009446967523424981,Entertainment,13
Vf76O7y-7pk,2017-12-19,13135,1398,9,106,0.9936034115138592,0.008070041872858775,Music,1
VfAOl67WcLY,2017-11-23,619503,27379,823,1479,0.9708176725054961,0.002387397639720873,Comedy,8
Vfugwq2uoa0,2018-01-28,292371,4981,147,692,0.9713338533541341,0.0023668558099127477,Entertainment,2
VhI2EpAIcm4,2018-05-28,1761039,50983,3231,8846,0.9404028479728483,0.005023170980313327,People & Blogs,7
VhexfxLPgTE,2017-12-02,222827,6086,64,1298,0.9895934959349594,0.005825146862812855,Sports,6
VifQlJit6A0,2017-11-14,104578,1576,303,1279,0.8387440127727515,0.012230105758381304,Entertainment,6
VioegwSjypk,2018-01-04,588820,18317,254,2214,0.9863227612944914,0.00376006249787711,Comedy,6
Vk-HI3SDoH0,2018-01-18,22732,1390,73,137,0.9501025290498974,0.0060267464367411575,Entertainment,4
Vkuj0IaeH3s,2018-01-17,35359,373,51,142,0.8797169811320755,0.00401595067733816,News & Politics,6
VlOq_4lmpzE,2018-04-01,239937,15511,216,1196,0.9862656577859732,0.004984641801806308,Entertainment,8
VllA1V5M38E,2017-12-23,1307027,17185,1217,3713,0.933865884143028,0.0028407982390570357,Comedy,12
Vn-l53PbEIQ,2018-03-01,15999,229,38,0,0.8576779026217228,0.0,News & Politics,2
Vnn1FhYULrA,2018-02-28,32156,1230,37,465,0.9707971586424625,0.014460753825102625,Entertainment,7
VoAzRs3sE70,2017-11-27,229631,4952,264,374,0.9493865030674846,0.0016286999577583166,Howto & Style,4
VonJ4ASDO40,2017-11-16,414929,8895,636,2594,0.9332703808624488,0.0062516719727953455,Entertainment,5
Vq5cYJ4vtvk,2018-01-13,43036,2126,22,113,0.9897579143389199,0.002625708708987824,Music,5
VqcHUdHQ1u8,2017-12-26,35129,3026,35,465,0.9885658281607318,0.013236926755671952,Pets & Animals,8
VsY00LXLa0k,2018-03-08,472866,6766,285,802,0.9595802013898738,0.0016960407388139558,Science & Technology,2
VsYmwBOYfW8,2017-11-15,2765121,35529,1705,2388,0.9542085190954503,0.0008636150099760553,Comedy,1
VuyaBA4h4uk,2018-01-17,50014,3759,28,278,0.9926062846580407,0.0055584436357819815,Gaming,4
VvEGctiW7io,2018-03-15,147272,3381,41,144,0.9880187025131502,0.0009777826063338585,Howto & Style,10
Vvya3yofDY4,2018-03-07,571176,13099,166,895,0.9874858650584244,0.001566942588624172,Entertainment,1
VwAnsAUYnw4,2018-02-17,4014741,206769,6218,17906,0.9708057299271786,0.004460063550799417,Music,10
VxWhgFU7nWE,2018-02-17,48051,1318,18,65,0.9865269461077845,0.0013527293916879982,Howto & Style,7
Vxww9Ap3DdM,2017-12-13,14967,170,21,49,0.8900523560209425,0.003273869178860159,Entertainment,3
W-FxnLAnlGg,2018-03-20,241446,1617,102,486,0.9406631762652705,0.0020128724435277455,Sports,6
W-KEuvd3S-Q,2017-12-18,534278,44454,1246,3005,0.9727352297592998,0.005624412758900797,Entertainment,6
W0Anp0wmXek,2018-02-09,553559,13376,494,2411,0.9643835616438357,0.004355452625646046,Travel & Events,2
W3FH1scDhfA,2018-02-05,378593,961,33,81,0.9668008048289738,0.0002139500730335743,Science & Technology,4
W7SZmMW6Ow0,2018-01-17,211723,6374,140,846,0.9785078292907584,0.0039957869480406,Entertainment,1
W7a8qyJ5W74,2018-02-10,209597,771,78,133,0.9081272084805654,0.0006345510670477154,Comedy,6
W86cTIoMv2U,2018-01-12,859682,36801,171,2688,0.9953748782862707,0.0031267375610981737,Entertainment,1
W8_T7MMywcs,2017-11-30,51216,1584,37,212,0.9771745835903763,0.004139331458919088,Entertainment,6
W8mkksk1Ouc,2018-03-12,148651,11044,76,662,0.9931654676258993,0.00445338410101513,People & Blogs,8
W8vXDp7NuFs,2017-11-18,293758,20134,193,918,0.9905052393368426,0.0031250212760163126,Entertainment,4
WACO9TqZEh0,2018-04-14,566951,13350,805,1656,0.9431296361709643,0.0029208873429978958,Entertainment,12
WAX8tyQnTpU,2018-03-21,407976,23648,363,2375,0.984881929115822,0.00582142086789419,Howto & Style,6
WArjc_PF2b4,2018-02-06,58231,397,90,1039,0.8151950718685832,0.017842729817451185,News & Politics,1
WB8ozD7l02w,2018-01-27,674446,18682,776,159,0.9601192311645596,0.00023574904440088607,Gaming,6
WBxwX1myxqc,2018-05-24,181773,4674,78,311,0.9835858585858586,0.0017109251649034785,Sports,11
WD6ZMcLxCO0,2018-01-19,242642,2169,177,746,0.9245524296675192,0.0030744883408478333,Sports,1
WF82ABLw8s4,2018-05-15,735031,11734,1468,1870,0.8888047265565824,0.002544110384459975,Entertainment,7
WIkBvAmXyGU,2018-01-08,24047,264,20,125,0.9295774647887324,0.0051981536158356555,Entertainment,1
WIp-QvvbsEw,2018-03-01,332274,13151,461,3599,0.9661328239788421,0.010831422259942096,Education,5
WKPIEWcGoVo,2018-02-02,794343,40957,1124,2516,0.9732896081366887,0.0031673974592839617,Comedy,7
WKcYTvyoidw,2017-11-23,37705,961,51,228,0.9496047430830039,0.006046943376210052,News & Politics,6
WKdt-UxuPxM,2018-01-15,275075,24057,677,1443,0.972628770114013,0.005245842043079161,Science & Technology,2
WKfVxoPO_Qc,2018-01-07,449454,14771,696,2554,0.9550009698066853,0.005682450261873295,News & Politics,3
WLagbArQsuE,2017-11-29,400308,26580,254,1457,0.9905343966609526,0.003639697432976608,Music,5
WLeUt-jBE4Y,2018-05-04,265636,5326,103,696,0.9810278135936636,0.002620126790043518,Comedy,10
WMs3NOW1TDs,2018-03-09,1538339,44985,2089,3926,0.9556230615626461,0.002552103275025856,People & Blogs,13
WNs7fkbANM8,2018-01-18,559864,58268,950,8078,0.983957580465399,0.014428504065272995,Howto & Style,7
WOAIo9G9rIY,2018-04-14,801105,3364,399,1056,0.8939675790592613,0.00131817926489037,People & Blogs,12
WOAvDQNNaCA,2018-04-02,190060,11425,128,582,0.9889206266770536,0.003062190887088288,Music,6
WOUZxG1JcGI,2017-12-13,242198,3016,519,701,0.8531824611032531,0.0028943261298606925,News & Politics,6
WPZfIKy7LWo,2018-04-14,1118854,53858,1759,4546,0.9683729794846899,0.004063085979046417,Comedy,14
WPkIJ5qlEhU,2018-01-18,98387,5421,70,388,0.9872518666909488,0.003943610436338134,Howto & Style,4
WTyNJOXycQk,2018-02-20,64579,4479,21,860,0.9953333333333333,0.013317022561513805,Pets & Animals,2
WUFpGGe8U_E,2018-02-02,84155,3969,119,245,0.9708904109589042,0.002911294634899887,Music,7
WXlr35jV3cw,2017-11-20,19744,544,24,86,0.9577464788732394,0.0043557536466774715,Music,3
WXyLdg4mJxo,2017-12-03,297306,24903,103,1236,0.995880988562745,0.004157332848983875,Music,5
WbOuZDPU7iI,2017-12-19,29469,418,18,50,0.9587155963302753,0.0016966982252536564,Howto & Style,4
WbQUT3vNUtE,2018-04-06,161050,13050,104,657,0.9920936597232781,0.004079478422850047,People & Blogs,8
WbgIREVg2JU,2018-05-10,322191,18652,537,2406,0.9720152170514357,0.007467620138365131,Howto & Style,13
WcjPlOmDtKw,2018-01-17,1285754,81074,1443,7882,0.9825126943538907,0.006130255087676181,Howto & Style,1
WdOGSNQP9b4,2018-03-08,210802,17499,134,644,0.9924006124879488,0.003054999478183319,Entertainment,12
WeOwqu6gOPs,2017-11-21,129902,6801,53,323,0.9922672891742048,0.002486489815399301,People & Blogs,7
WemDKlmMAIs,2018-05-28,863758,1594,38,98,0.9767156862745098,0.00011345770458855374,Film & Animation,12
Wen6VQS6NG4,2017-11-24,588908,16422,1238,1636,0.9298980747451868,0.002778023052836776,Science & Technology,7
WeyLEe1T0yo,2017-11-30,718902,23180,1176,2349,0.9517162095582198,0.003267482911439946,News & Politics,2
WfPu9Jrcpuk,2018-02-23,362255,42652,647,3027,0.9850573916256726,0.008355992325847814,Music,13
Wff1pf2EdS4,2017-12-09,243001,50198,200,3914,0.9960315885551014,0.016106929601112752,Music,5
Wfoy_OvNDvw,2017-12-01,26527,1624,44,233,0.973621103117506,0.008783503600105554,Science & Technology,3
WhJIUtMK1tU,2017-12-23,47974,4461,31,410,0.9930988423864648,0.008546295910284737,Entertainment,11
WiQeLGqBfcs,2018-03-07,966474,6509,336,1116,0.9509130752373995,0.0011547129048479318,Sports,3
Wiq7z_HS5DY,2017-11-28,13747,877,39,77,0.9574235807860262,0.005601222084818506,Howto & Style,2
Wk6Z7HLpx8s,2018-01-24,471684,3421,345,1720,0.9083908656399363,0.003646509103552378,News & Politics,7
WkZVm_o3Sy4,2018-01-03,340705,35891,326,2653,0.9909987022668912,0.007786795027956737,Music,5
WknsomB28mE,2018-03-15,264124,13805,272,834,0.9806777012147475,0.0031576077902803227,Howto & Style,14
Wl7V4LwkfQE,2017-12-13,205127,9102,402,870,0.9577020202020202,0.00424127491749014,Science & Technology,6
Wm8QlNCk-wg,2018-04-17,3953902,75162,5146,5195,0.9359217014494198,0.0013138919477518663,Science & Technology,3
WmYCUljsrDg,2018-01-13,128710,6135,130,628,0.9792498004788508,0.004879185766451713,Entertainment,5
Wo5XO8Y8lzE,2017-12-20,87737,2751,43,315,0.9846098783106657,0.0035902754824076503,Film & Animation,8
WoFqmF9GHWg,2018-01-04,116043,4151,280,633,0.9368088467614534,0.005454874486181847,Entertainment,2
WpTjFhA09kQ,2018-02-02,213782,3511,235,0,0.9372664175120128,0.0,People & Blogs,5
Wpr2WvQn-kg,2017-12-16,355917,7218,213,763,0.9713362939039161,0.0021437582357684516,Entertainment,1
WvV5TbJc9tQ,2017-12-28,1514148,116404,713,12334,0.9939120708351478,0.008145835149536242,Music,6
WwyqQ-o6zHA,2018-02-02,82783,2998,70,272,0.9771838331160365,0.003285698754575215,Film & Animation,3
WyWqEFeKX2E,2018-01-12,549511,11169,1410,1229,0.8879084187932268,0.0022365339365363023,Music,6
WyuPSLj_6aw,2018-05-17,1654455,142445,2738,11272,0.9811410426840608,0.00681311972824888,Music,7
X-5yy4ETxlQ,2018-03-15,1277694,15943,1592,1683,0.9092101511263188,0.0013172167983883465,Entertainment,1
X-eRc9PF3TU,2018-05-16,528978,15058,305,460,0.9801471066848922,0.0008696013822881103,Entertainment,4
X-zPrXJpiAw,2018-01-12,1673927,70748,2067,16272,0.9716129918286067,0.009720854015736647,Film & Animation,5
X212iTIMfYU,2017-12-05,8957,329,13,45,0.9619883040935673,0.005024003572624763,Howto & Style,4
X26e3rK5SSM,2017-11-28,664666,6622,1939,4283,0.7735077677841373,0.006443837957711091,Music,5
X2BfTXIwABo,2018-02-21,216058,7192,399,1757,0.9474377552364642,0.00813207564635422,Autos & Vehicles,8
X3gKYTc6lbw,2017-12-11,971920,56030,807,6582,0.985801502542358,0.006772162317886246,Comedy,3
X41ArlJVNYc,2018-01-24,185558,19209,387,2448,0.980251071647275,0.013192640575992412,Comedy,6
X4Ul5vTJ-uk,2018-03-30,173611,13087,154,1125,0.9883694585001133,0.006480004147202654,Howto & Style,9
X58fcXjR-pg,2018-01-13,436730,283,22,33,0.9278688524590164,7.556155977377326e-05,Entertainment,1
X5DWRXTOUD0,2017-11-23,571588,38843,1342,3181,0.9666044543984074,0.005565197309950524,Howto & Style,7
X5YJU6_Mfpg,2018-02-17,123811,14291,34,1655,0.9976265270506108,0.013367148314770093,Entertainment,7
X6h2BE8-w0M,2018-01-18,357584,4271,252,226,0.9442847667477338,0.000632019329723925,Comedy,2
X6iJ0hPpGec,2017-12-05,539605,30432,280,2819,0.9908830424589737,0.005224191769905765,Entertainment,7
X8XHLakfV5U,2018-02-28,25096,2125,24,117,0.9888320148906468,0.004662097545425565,Film & Animation,2
X9QiHlEC22U,2017-12-17,62830,4023,244,1179,0.94281696742442,0.018764921215979627,Film & Animation,5
XAzqBDFs418,2017-11-28,719229,76088,611,4569,0.992033794443213,0.00635263594766062,Comedy,7
XCrJ3NflOpE,2018-03-21,202621,4526,29,364,0.9936333699231613,0.0017964574254396139,Science & Technology,6
XCz66YlNbPQ,2018-01-18,213584,1878,59,195,0.9695405265875064,0.0009129897370589558,Travel & Events,1
XGd1dq1BatM,2018-03-17,627239,51158,724,2752,0.9860452565436953,0.004387482283467705,Music,15
XHkAjUVoQME,2017-11-22,193082,2387,35,163,0.9855491329479769,0.0008442009094581577,People & Blogs,7
XIZmIl9SsXk,2018-01-26,467395,8864,713,1059,0.9255507987887648,0.00226574952663165,People & Blogs,6
XIxZLrruFpg,2018-01-23,266028,10210,598,2248,0.9446706143597335,0.008450238320778264,Entertainment,6
XJBvP-NZJ9U,2017-11-30,83425,1245,177,218,0.8755274261603375,0.00261312556188193,Comedy,1
XKQa1vx-oNY,2018-01-13,524944,50329,323,2989,0.9936231540709153,0.005693940687006614,Music,4
XKl8Wg25DrM,2018-04-14,537267,50334,568,6899,0.9888413028957604,0.012840915224646218,Entertainment,12
XKrV_JqZX1Q,2018-03-22,1069205,15264,355,909,0.9772712721685127,0.00085016437446514,Comedy,2
XMdBA8KkQiY,2018-01-15,364580,15974,478,1903,0.9709457816678824,0.005219704865873059,Howto & Style,3
XOxB-WE3R7U,2018-03-06,356824,47949,575,4974,0.9881501937185723,0.013939645315337533,Comedy,9
XP32nDUMYS8,2018-03-04,183316,14128,103,610,0.9927622795306023,0.0033275873355299045,Music,11
XPVxL-YUOwk,2018-02-09,9510,331,6,17,0.9821958456973294,0.0017875920084121978,Film & Animation,8
XPrHD-7jjUs,2018-02-07,36097,858,42,124,0.9533333333333334,0.0034351885198215916,News & Politics,6
XQmI7hTE4Jw,2018-05-11,523803,9870,134,387,0.9866053578568572,0.0007388273835774136,Film & Animation,1
XSP5yHZN1I4,2017-12-07,23433,529,4,106,0.9924953095684803,0.004523535185422267,People & Blogs,5
XSg9Xc3ie_A,2018-03-27,629179,21120,292,763,0.9863627872221185,0.0012126914598230391,Howto & Style,1
XT3gEidTKAc,2018-01-26,110087,11158,156,828,0.9862117730245713,0.007521324043710883,Entertainment,6
XUIwpXq_jBo,2018-03-08,312684,15633,201,2904,0.9873057976506252,0.009287331619142648,Howto & Style,12
XUqRem0W8L8,2018-02-17,4569886,380232,4084,33602,0.9893733281986699,0.007352918650487123,Music,11
XVKg8uPSb5s,2018-02-02,74568,485,57,274,0.8948339483394834,0.0036744984443729213,News & Politics,7
XWrB4qOF_UA,2018-04-14,2292576,103568,2831,11116,0.9733926070733747,0.004848694219951705,Howto & Style,12
XXRBLyQQ78A,2018-03-15,527444,21626,274,2408,0.9874885844748859,0.004565413579451089,Travel & Events,13
XXXqaYls50o,2017-12-16,51344,1106,7,168,0.9937106918238994,0.0032720473667809287,Entertainment,5
XY5OYFc1tzU,2017-11-20,325569,12404,1024,1437,0.9237414358057789,0.004413810897229159,Comedy,1
