video_id,first_trending_ts,views_day1,likes_day1,dislikes_day1,comments_day1,likes_ratio,comments_ratio,category_name,days_trending(target)
92HCNclQOYo,2017-12-05,211403,6386,151,316,0.9769007189842436,0.001494775381617101,Entertainment,7
94k6kEVGZzg,2018-04-28,473961,34342,259,3354,0.9925146672061501,0.007076531613360593,Entertainment,3
96bpvMCfBfo,2018-02-10,238502,16871,114,771,0.9932881954665882,0.003232677294110741,Music,7
98QDI87DdcY,2018-02-12,88727,2049,126,471,0.9420689655172414,0.005308417956202734,Autos & Vehicles,8
98ixGAcR1T4,2018-03-16,531285,12087,241,290,0.9804510058403634,0.0005458463912965734,Entertainment,1
9Ca8zWJOlFQ,2017-11-16,1825705,77531,4156,12025,0.9491228714483333,0.0065864967231836465,Science & Technology,1
9D0eyl7-XQA,2018-01-08,89132,1981,7,87,0.9964788732394366,0.00097608042005116,Science & Technology,1
9DUfFHaUpxg,2018-03-22,830204,24278,221,1336,0.9909792236417813,0.0016092430294240934,People & Blogs,4
9DjgOFSBJYc,2018-02-16,23494,536,53,45,0.9100169779286927,0.0019153826508895887,Comedy,8
9FVkXIj-wLQ,2017-12-15,444366,24962,445,2074,0.9824851418900303,0.004667323782647637,Howto & Style,1
9GqohosViw4,2018-01-16,1126634,45900,637,2595,0.9863119668220985,0.002303321220556099,Science & Technology,4
9H2SSvQ8ihA,2018-04-29,3299454,6642,192,303,0.9719051799824407,9.183337606767665e-05,Film & Animation,5
9JQ2gHDPnDY,2018-04-22,1465006,36507,1407,6461,0.9628896977369837,0.004410220845511895,Entertainment,14
9KIP-Ncp2jU,2017-11-15,85643,170,45,0,0.7906976744186046,0.0,People & Blogs,2
9NkHIv25IH4,2018-01-30,288685,13305,195,2375,0.9855555555555555,0.008226960181512722,Education,6
9O5PhuW927w,2018-02-02,864009,68279,782,4595,0.988676677140499,0.005318231638790799,Science & Technology,5
9OeZYhjyweQ,2017-12-13,255084,11922,332,465,0.9729068059409173,0.001822928917533048,Comedy,7
9PhM-zCmTFs,2017-11-17,178977,14355,87,429,0.9939759036144579,0.002396956033456813,Pets & Animals,6
9Pwy-cAf09I,2018-01-08,185388,7081,48,798,0.9932669378594473,0.004304485727231536,People & Blogs,1
9Q1WSQ7R8U8,2018-04-16,264477,3301,123,457,0.9640771028037384,0.0017279385352979655,Sports,8
9QkNE2m4ZDM,2017-11-30,25084,395,10,35,0.9753086419753086,0.001395311752511561,Comedy,4
9SCNLl0MQPM,2018-03-18,460897,14764,345,1570,0.9771659275928255,0.0034064009963180493,Entertainment,12
9SK1I0V6U5c,2017-11-15,983365,60983,578,3837,0.9906109387436851,0.003901908243632832,Comedy,7
9Szts88zY4o,2018-02-05,2580817,74716,4678,14342,0.9410786709323122,0.005557154962943905,Entertainment,1
9TCdWhmtxCk,2018-03-28,239139,17650,182,1846,0.9897936294302377,0.007719359870201013,Music,11
9Tb3xPmr3yg,2017-11-20,29041,191,24,177,0.8883720930232558,0.0060948314451981685,News & Politics,8
9Tuqhjq5ANQ,2018-01-16,377787,1715,171,1222,0.9093319194061505,0.0032346269194016733,News & Politics,6
9U2kr_QfhoQ,2017-12-12,10020,70,7,1,0.9090909090909091,9.98003992015968e-05,Autos & Vehicles,2
9U9N7U2XdcI,2017-12-08,106333,2658,65,254,0.9761292691883952,0.0023887222216997547,Entertainment,1
9VH4yQrU_SY,2017-11-24,184579,2565,84,242,0.9682899207248018,0.0013110917276613265,Comedy,1
9WFf9XY5rME,2018-03-25,976803,31107,953,2774,0.9702744853399875,0.002839876617905555,Entertainment,14
9WT7NU3Rwr0,2017-11-17,12831,86,5,35,0.945054945054945,0.002727768685215494,Sports,5
9WXQr3WVrbU,2018-05-22,864370,4840,646,1813,0.8822457163689391,0.002097481402640073,News & Politics,9
9WwKW2wIU-k,2017-12-08,32172,169,69,26,0.7100840336134454,0.0008081561606365783,News & Politics,3
9YlnHbN28jo,2018-02-25,65823,1845,27,58,0.9855769230769231,0.0008811509654679975,Howto & Style,13
9Z26NYFJizI,2018-01-07,92008,3810,102,484,0.9739263803680982,0.00526041213807495,Education,3
9ZrAjnPHzjQ,2018-02-02,11384,123,14,33,0.8978102189781022,0.002898805340829234,Science & Technology,5
9_lkVzzd6rE,2018-02-16,152954,8673,36,616,0.9958663451601791,0.00402735462949645,Pets & Animals,6
9bAiXJoNdy0,2018-03-02,245144,22208,296,1152,0.9868467827941699,0.004699278791241067,Comedy,9
9bdXZzQvb0U,2017-12-08,27402,333,4,13,0.9881305637982196,0.0004744179256988541,Entertainment,3
9d-Z7V5kZvQ,2018-02-03,267657,2790,108,396,0.9627329192546584,0.0014795054864995124,News & Politics,5
9dHLFD_Jveo,2018-03-15,1919889,27873,3538,4995,0.8873642991308777,0.002601712911527698,Sports,6
9dmij6g-iZc,2018-02-28,556766,11391,410,862,0.9652571815947801,0.0015482267236145886,Entertainment,6
9efQnL-nlUg,2017-11-23,309852,11348,357,1313,0.9695002135839385,0.004237506938796587,Science & Technology,8
9fKALFSxX_Q,2018-05-04,243123,13733,708,1420,0.9509729243127207,0.005840665013182628,Howto & Style,13
9fe3ECuYWlI,2017-12-02,225107,5466,468,999,0.9211324570273003,0.004437889536975749,People & Blogs,1
9fed80dZ5wM,2018-02-15,339237,29162,366,4679,0.9876049850988892,0.013792717185920168,People & Blogs,7
9flXyzcSfT4,2018-01-27,97094,8260,35,467,0.9957805907172996,0.004809771973551404,Music,5
9i3GtPIS0-4,2018-02-12,506972,28224,214,1334,0.9924748575849216,0.002631309026928509,Autos & Vehicles,5
9kF9xY74h-E,2017-11-15,891912,122347,455,7459,0.9962948486181007,0.008362932666002925,Comedy,6
9mwM1VB9qs0,2017-12-16,297180,4870,177,387,0.9649296611848623,0.0013022410660205935,Entertainment,7
9o-gcCwMOgA,2018-05-09,540614,4851,253,1533,0.9504310344827587,0.0028356646331763515,Sports,5
9o2FXVhjLyY,2018-01-19,18264,315,29,122,0.9156976744186046,0.006679807271134472,Entertainment,7
9oFP-pOMNwE,2017-11-14,264793,3283,853,0,0.7937620889748549,0.0,Entertainment,2
9oyKePWRi8Y,2017-12-28,6291266,307708,2851,15199,0.9908197798163956,0.0024158889482657387,Sports,9
9pXLSjDkcEE,2018-01-09,268248,7150,138,597,0.9810647639956093,0.002225552473830187,Travel & Events,1
9pbCuFxRuqs,2017-11-17,516456,21523,1107,2972,0.9510826336721167,0.005754604458075809,Science & Technology,6
9qRqfWJ6ONU,2018-01-12,92135,5187,93,254,0.9823863636363637,0.002756824225321539,Sports,4
9qlF_9PNhJs,2018-03-18,218306,15535,108,788,0.9930959534616122,0.003609612195725266,Pets & Animals,13
9r6NI9m_IxM,2018-01-26,806841,2401,397,162,0.8581129378127234,0.00020078305391024997,Music,6
9reizHjwuNY,2018-02-06,590272,24054,414,4980,0.9830799411476214,0.00843678846362355,Science & Technology,8
9sRQQRiltrE,2018-05-26,1659188,121594,1685,12218,0.986331816448868,0.007363843036473263,Entertainment,5
9sbnGfWaOwQ,2018-01-05,340422,12400,212,1231,0.9831906121154456,0.003616100017037677,Howto & Style,5
9uez2DBg9Mg,2018-02-14,157867,2890,213,592,0.9313567515307767,0.0037499920819423944,News & Politics,9
9v_rtaye2yY,2017-12-09,4514272,238395,9020,35027,0.9635430349817109,0.007759169141779671,Music,7
9wD5OsJM-Pc,2018-01-12,169829,3337,217,308,0.9389420371412492,0.0018135889630157393,Film & Animation,6
9wRQljFNDW8,2017-11-14,81377,655,25,177,0.9632352941176471,0.0021750617496344177,Sports,1
9x8JN8zDqis,2018-03-22,398525,32101,1090,4476,0.967159772227411,0.011231415845931873,Howto & Style,15
9xSx-5tmq44,2017-11-14,291597,8209,344,1062,0.9597801940839471,0.003642012777909238,Entertainment,3
9yDNAc8YS9c,2018-02-24,377085,7531,225,1655,0.9709902011346054,0.004388930877653579,Entertainment,13
9yWnVxe1qp8,2017-12-23,18054,895,13,100,0.98568281938326,0.005538938739337543,Pets & Animals,11
9ymjcSvEyhk,2017-11-14,99619,3959,158,335,0.9616225406849648,0.0033628123149198447,Music,1
A-JtybJbVbA,2018-01-01,30927,620,31,42,0.9523809523809523,0.0013580366669900088,Film & Animation,4
A0FZIwabctw,2018-03-11,512769,51687,376,3358,0.9927779805235964,0.006548757822723293,Science & Technology,15
A2dIL4sf4TQ,2018-05-13,898451,43427,1862,4497,0.9588862637726601,0.005005281311946895,People & Blogs,11
A34O0pCAQ60,2017-12-05,47614,358,30,457,0.9226804123711341,0.009598017389843323,Sports,1
A34u94sPuKg,2018-01-17,51523,795,16,402,0.9802712700369913,0.007802340702210663,Sports,3
A3_c-aSZF5M,2018-02-09,97478,371,44,77,0.8939759036144578,0.0007899218285151522,Film & Animation,6
A4cASDml7Vk,2018-01-24,59638,163,7,24,0.9588235294117647,0.0004024279821590261,Music,5
A6-P1-xxF9Y,2017-11-20,66888,1098,427,313,0.72,0.0046794641789259656,People & Blogs,7
A637CH916wY,2018-02-02,11355,622,7,76,0.9888712241653418,0.0066930867459269044,Education,3
A6owSHYjOiE,2018-01-24,28954,74,9,11,0.891566265060241,0.00037991296539338263,Entertainment,4
A8HLnDP6uRM,2017-12-11,1480152,20593,2873,2883,0.8775675445325152,0.0019477729314286642,Entertainment,7
A8QY1IRPGTY,2017-11-22,84428,557,53,363,0.9131147540983606,0.004299521485763017,News & Politics,1
A9QDgSTVhyM,2018-05-10,341685,20199,898,1429,0.957434706356354,0.004182214612874431,Comedy,5
A9R5tJPbcKI,2018-04-20,530315,14966,358,766,0.9766379535369355,0.0014444245401318083,Comedy,1
A9k89DYdHKQ,2018-02-17,132583,3179,294,326,0.9153469622804492,0.0024588371058129623,Music,6
AB_u_kOSP8Y,2018-01-18,199610,10102,50,715,0.9950748620961387,0.00358198487049747,Sports,2
ACHZrvF6mTA,2018-04-04,498850,10772,415,608,0.962903369983016,0.0012188032474691791,Entertainment,5
AFC5RaH4xMg,2018-03-01,455015,7556,136,252,0.9823192927717108,0.0005538278957836555,Sports,1
AGPMMAjBt6c,2018-04-14,172338,1604,65,66,0.9610545236668664,0.0003829683528879295,Music,5
AHIcMK_7-Us,2018-02-20,49462,198,6,24,0.9705882352941176,0.0004852209777202701,People & Blogs,1
AHIrklVaooQ,2018-03-11,108116,4195,68,613,0.9840487919305654,0.005669836101964557,Entertainment,1
AIrxDop0GCQ,2018-02-27,234579,4254,118,316,0.9730100640439159,0.0013470941559133598,Travel & Events,4
AJ2xkh-6tL4,2017-11-18,25521,393,83,409,0.8256302521008403,0.01602601778927158,News & Politics,2
AJYb0Yom5UQ,2017-11-14,148226,355,47,178,0.8830845771144279,0.001200868943370259,Comedy,3
AJaHx4CDD-k,2018-02-15,65973,3677,454,836,0.8900992495763738,0.012671850605550756,Music,1
AJkOHavUH_A,2017-11-18,46197,3794,254,889,0.9372529644268774,0.019243673831634087,Film & Animation,4
AKmlFyQaiXo,2018-01-24,511623,7167,626,840,0.9196715000641601,0.0016418339284981324,Entertainment,2
AKstzozuLKY,2018-01-25,79466,1119,46,28,0.9605150214592275,0.00035235194926131933,Entertainment,5
ALXiloyym0M,2018-04-29,130988,5873,120,949,0.9799766394126481,0.007244938467645891,Howto & Style,9
AM1pavPRU8E,2017-12-08,279447,23006,462,1193,0.9803136185444009,0.004269145848765598,Entertainment,5
AMiXme4bMUk,2018-02-22,135137,6667,118,946,0.9826086956521739,0.007000303395813138,Science & Technology,5
ANDqRchWuMc,2018-01-12,162169,8462,158,1284,0.9816705336426914,0.007917666138411163,Entertainment,5
AOvCyD9bbDM,2018-02-16,661768,41577,2284,6123,0.9479264038667609,0.009252487276507779,Music,8
AP14dJZzKkA,2018-02-24,592963,35345,583,5527,0.9837731017590737,0.009320986301000232,Entertainment,6
APASP1YKH60,2018-03-28,127541,14044,55,1884,0.9960990141144762,0.014771720466359837,People & Blogs,11
AQxBqfy4Faw,2018-05-02,239821,10456,118,1170,0.9888405522980896,0.004878638651327449,Howto & Style,13
ARA0AxrnHdM,2018-01-09,57393,2298,80,225,0.9663582842724979,0.0039203387172651715,Science & Technology,3
ASNA5kkMQ20,2018-02-02,72234,4091,56,471,0.9864962623583313,0.006520475122518482,Howto & Style,3
ATFwMO9CebA,2018-02-01,539185,7998,2323,5635,0.7749249103769015,0.010450958390904791,News & Politics,6
AU9I1MX0c2s,2018-03-15,146906,7110,117,450,0.9838107098381071,0.0030631832600438377,Music,12
AV1SWIPxxFM,2018-05-21,1070719,26993,1039,2641,0.9629352168949772,0.00246656685834472,Entertainment,6
AW9M7Cmzjj8,2017-12-06,92000,3210,59,417,0.9819516671765066,0.0045326086956521735,Howto & Style,2
AWtpYfjylCo,2017-12-04,221797,4819,519,480,0.902772573997752,0.0021641410839641655,People & Blogs,6
AYte8ks2KAk,2017-12-14,23798,142,32,3,0.8160919540229885,0.0001260610135305488,News & Politics,1
AZ4sakIfXUE,2017-12-20,194132,31749,533,2491,0.983489250975776,0.012831475490903096,People & Blogs,6
AZQvPibYXRo,2017-11-19,784937,4553,290,1478,0.9401197604790419,0.001882953663797222,Sports,1
A_fUji0jTAE,2017-12-08,186178,4111,169,600,0.9605140186915888,0.0032227223409855084,Comedy,6
AaALLWQmCdI,2017-12-22,63460,6170,53,1149,0.9914832074562109,0.018105893476205483,Music,12
AcoALQl7jfA,2017-11-25,183357,2565,203,413,0.9266618497109826,0.0022524365036513468,Comedy,5
AeB90B9__xM,2017-12-12,40362,2504,34,127,0.9866036249014972,0.0031465239581784845,Sports,6
AenmqoozqoA,2017-12-16,553971,37232,1274,1495,0.9669142471303174,0.0026986972242229288,Music,6
Agg73-6QOYo,2018-01-08,1357584,9762,345,4741,0.9658652419115464,0.0034922332614409127,Sports,1
Ah7ldw_WmtE,2017-12-01,590227,31712,541,1482,0.9832263665395468,0.0025108983492791756,Comedy,5
AhIh8lLYzLo,2018-01-17,47430,480,63,247,0.8839779005524862,0.005207674467636517,Autos & Vehicles,3
AiH3nDqWr9I,2018-02-08,2911619,120873,2607,16374,0.9788872691933916,0.0056236753503806644,Film & Animation,9
AixWaRt1ulk,2018-02-07,20063,168,21,43,0.8888888888888888,0.0021432487663858844,Comedy,7
AiyZ92_JZxA,2018-01-15,2394403,22618,2004,2377,0.9186093737308099,0.0009927317999518042,Entertainment,6
Aj5oA0YxCi0,2018-01-03,130531,5336,64,283,0.9881481481481481,0.0021680673556473177,People & Blogs,5
Ali918UJSpU,2017-12-12,149631,5595,222,704,0.961835997937081,0.004704907405550989,Howto & Style,3
Alt2HGrsfnw,2017-12-15,35753,548,75,90,0.8796147672552167,0.002517271277934719,Howto & Style,3
Am6NHDbj6XA,2018-05-13,3366994,66802,7336,2941,0.9010493943726564,0.0008734794300197743,Entertainment,7
An6cskMsG7c,2018-01-03,144967,987,120,521,0.8915989159891599,0.0035939213752095305,News & Politics,1
Aopb6YZyeFU,2018-05-28,235207,8930,306,1394,0.9668687743611953,0.005926694358586266,Entertainment,3
AsTdC2RToIA,2018-03-28,1396553,70255,645,7952,0.9909026798307475,0.005694019489414294,Howto & Style,11
AtCLwYFRp4o,2018-02-09,1887284,23418,4244,5906,0.8465765309811294,0.0031293647378984827,Comedy,5
AtbyHpFeVDI,2017-12-06,132458,3334,55,162,0.9837710239008557,0.0012230291866100953,Entertainment,2
Atx-0_G1KHQ,2018-03-06,647562,24648,836,1263,0.9671951028096061,0.0019503923948594884,People & Blogs,3
AuWwlxym68g,2018-01-27,60229,5328,72,360,0.9866666666666667,0.005977187069351973,Music,6
AvFNCNOyZeE,2018-03-07,159691,8456,94,469,0.9890058479532163,0.002936921930478236,Science & Technology,12
AxWxJNHoLC8,2017-11-26,276444,9857,476,1258,0.953933997870899,0.004550650402974924,People & Blogs,6
AzLYMcneJMU,2017-12-12,76521,257,84,267,0.7536656891495601,0.0034892382483239894,News & Politics,2
B-PVT_rclnM,2017-11-21,353570,20145,488,977,0.9763485678282363,0.002763243487852476,Comedy,2
B0R9wQAFBbI,2018-02-07,34953,297,48,169,0.8608695652173913,0.004835064229107659,News & Politics,1
B1Kitc6cMXw,2017-12-28,34927,522,79,175,0.8685524126455907,0.005010450367910212,Travel & Events,8
B1pdDGaC9Mk,2018-01-19,20100,697,54,60,0.9280958721704394,0.0029850746268656717,Howto & Style,1
B1r4Z3nXPVA,2018-03-01,353291,35567,554,2371,0.98466266160959,0.0067111814340019985,Entertainment,8
B2W7c3XRBwQ,2018-03-21,291118,13259,143,1854,0.9893299507536188,0.006368551583893816,Howto & Style,14
B2YCf8dTkIM,2017-12-20,159742,7178,132,800,0.9819425444596444,0.005008075521778868,Entertainment,7
B3JFSL8AA70,2017-12-19,713615,26482,2443,4191,0.9155401901469317,0.005872914666872193,People & Blogs,5
B4C10LKAcZQ,2018-04-24,448606,15302,150,1562,0.990292518767797,0.0034818972550523177,Entertainment,15
B4gXsobd_ao,2017-11-14,79306,3809,127,670,0.9677337398373984,0.00844828890626182,Education,1
B5HORANmzHw,2017-11-14,223871,8421,191,1214,0.977821644217371,0.005422765789226832,Education,2
B5gu6o6CIDA,2017-12-24,62215,4275,110,721,0.9749144811858609,0.011588845133810175,Howto & Style,7
B7AjF4of300,2018-02-11,287733,5601,169,334,0.9707105719237435,0.0011607983790528024,Sports,6
B8R148hFxPw,2018-03-01,161040,1754,57,185,0.9685256764218664,0.001148782911077993,Science & Technology,10
B9127l-xpdE,2017-12-03,48587,756,21,23,0.972972972972973,0.00047337765245847655,Sports,3
B9nVxg3DqAM,2018-02-08,1229391,40936,1102,9771,0.9737856225319949,0.007947837587878877,Gaming,8
BBQ-2BUGQv8,2017-12-20,92355,2641,270,1286,0.9072483682583304,0.013924530344864924,Entertainment,1
BEcs3TL8DII,2017-12-08,233324,2210,418,1635,0.8409436834094368,0.00700742315406902,Sports,6
BEweWXa5Twk,2017-11-14,471266,23634,460,1714,0.9809081099028804,0.0036370117937640314,Howto & Style,1
BFWI0GQZA14,2018-02-21,740931,29858,1551,2807,0.9506192492597663,0.0037884769297006063,People & Blogs,7
BFkTu8Y1KLs,2018-04-30,475557,21861,238,1564,0.9892302819132087,0.0032887750574589376,Music,15
BFqNP8VqoPs,2018-03-02,219233,11140,124,1441,0.9889914772727273,0.006572915573841529,Science & Technology,8
BGszdLW-VqM,2018-03-23,149709,9401,105,868,0.9889543446244478,0.005797914621031468,Howto & Style,11
BHloD113J54,2018-02-15,60902,3650,304,257,0.9231158320687911,0.004219894256346261,Entertainment,6
BHuH-vySEMA,2017-12-15,125227,2097,63,109,0.9708333333333333,0.0008704193185175721,Entertainment,1
BIPpvsf98wI,2017-11-30,138890,1393,46,120,0.9680333564975677,0.0008639930880552956,Comedy,1
BIQK4-9YFW0,2017-12-23,608902,43123,800,3594,0.9817863078569314,0.005902427648455745,Music,12
BIVGh32dVnE,2018-01-06,11324,163,12,17,0.9314285714285714,0.001501236312257153,Film & Animation,4
BJDGBNFxO7o,2018-02-19,487132,33143,379,3144,0.9886939920052503,0.006454102789387682,Entertainment,9
BJeCOo_CRyE,2018-02-02,386725,53155,473,4040,0.9911799806071455,0.010446699851315534,Music,7
BL4dnvBytLA,2018-02-14,220871,9295,158,875,0.9832857293980747,0.0039615884385003014,News & Politics,2
BLOIU9DpLq4,2017-12-14,292073,12967,284,750,0.9785676552713003,0.0025678511878879594,Comedy,2
BLXLPisBe8s,2018-04-28,152957,11381,126,1386,0.9890501433909794,0.009061370189007368,Howto & Style,11
BLts9UN_K3g,2017-12-01,47215,3390,40,490,0.9883381924198251,0.010378057820607857,Gaming,7
BN7rNfOsBJo,2018-01-13,515830,25836,431,3760,0.9835915787870713,0.007289223193687843,People & Blogs,6
BOKzXQdA4Nw,2018-03-19,300884,4912,44,262,0.9911218724778047,0.0008707674718496165,Film & Animation,10
BOQ-wZQhZZo,2017-11-29,151767,8473,63,573,0.9926194939081537,0.003775524323469529,Entertainment,1
BO_g-ncp5wE,2018-03-03,268778,4365,94,356,0.9789190401435299,0.0013245131670002754,Film & Animation,2
BP9HNVuGb-g,2018-01-03,206966,15329,211,932,0.9864221364221364,0.0045031551076022145,Education,6
BPQHG-LevZM,2018-04-04,803879,22844,400,1551,0.9827912579590432,0.0019293948467368845,Science & Technology,4
BPmAxzEJpWA,2018-04-03,257913,11959,492,1019,0.9604851015982652,0.003950944698406051,Music,11
BQ31l1gPGKM,2018-02-26,497116,68435,1274,8360,0.9817240241575693,0.016817000458645467,Music,4
BQC09Mdn24w,2017-11-22,204520,17520,604,2029,0.9666740233943941,0.009920790142773323,Entertainment,8
BQGpIPZx0qc,2018-02-11,110888,911,335,407,0.7311396468699839,0.0036703701031671598,News & Politics,3
BQ_0QLL2gqI,2017-11-18,751525,77456,566,3164,0.9927456358462997,0.004210106117560959,Music,9
BSHh0MmJM1U,2018-03-15,330955,14961,115,956,0.9923719819580791,0.002888610234019731,Howto & Style,1
BWJY1na9qao,2017-12-14,79099,7607,74,526,0.9903658377815389,0.006649894436086423,Comedy,5
BWPrk9PUwQE,2017-11-14,1456472,33505,1660,2160,0.9527939712782596,0.001483035719189933,Howto & Style,4
BWYA0CYJV74,2018-04-14,483707,15769,247,747,0.984577922077922,0.001544323319695601,Howto & Style,1
BWp5WAFGV60,2018-03-31,237087,3418,122,842,0.9655367231638418,0.003551438923264456,Science & Technology,8
BXnGUUsdnR8,2018-03-20,677098,18993,1253,4876,0.9381112318482663,0.007201320931386594,Entertainment,14
Ba4j_q02FM4,2018-03-11,169479,17388,163,1770,0.9907127798985813,0.01044377179473563,Entertainment,15
BcruuWQ2_9Q,2018-03-28,260734,11056,392,739,0.9657582110412299,0.002834306227803048,Comedy,11
BdwJ0uXIV_U,2018-05-01,449436,17628,466,333,0.9742456062783243,0.0007409286305502897,Entertainment,8
Bf22Vq5phKo,2017-12-07,224782,3401,72,387,0.9792686438237834,0.0017216681050973833,Entertainment,2
BfawmhUVXVo,2018-05-15,1670008,25506,740,0,0.9718052274632325,0.0,Entertainment,6
BfbIoUMdKZ0,2018-01-06,99535,6487,116,611,0.9824322277752536,0.006138544230672628,Music,5
Bhplg8YCu-M,2018-02-03,1178444,16617,1242,8441,0.9304552326558038,0.007162835060469568,News & Politics,7
Biex1XR_mpo,2018-03-22,2583247,39754,306,1733,0.9923614578132801,0.000670861129423551,People & Blogs,10
BjRNY3u3bUw,2018-01-04,781396,5327,543,963,0.9074957410562181,0.0012324096872776415,Entertainment,6
Bju5Enu--80,2017-12-03,82239,10586,53,782,0.9950183287902998,0.009508870487238415,Music,5
BkpwPKZb_Zo,2018-03-24,195017,19452,179,977,0.9908817686312466,0.0050098196567478735,Music,10
Bkus04-5kWk,2017-12-22,210809,8613,194,1100,0.9779720676734416,0.005217993539175273,Entertainment,7
BlHVpQfxJt4,2018-02-27,273204,8901,385,1097,0.9585397372388542,0.0040153145634763765,Entertainment,6
Bm8rz-llMhE,2018-04-07,1916118,129926,3531,5565,0.9735420397581244,0.0029043096510757687,Music,12
BmMuLuG1yW8,2018-01-13,346077,6916,568,2764,0.9241047568145376,0.007986661927836869,Entertainment,6
Bn02bclCu5A,2017-12-21,111312,2239,243,1187,0.9020950846091862,0.010663719994250396,Entertainment,7
BrqFTswejpU,2018-04-21,814867,30864,2480,5536,0.9256238003838771,0.006793746709585736,Entertainment,4
Bs5Ml7_2wT0,2017-12-09,1287342,26557,1467,1905,0.9476520125606623,0.0014797932484141743,Gaming,6
BsadA7UR110,2018-04-16,942091,17036,1269,1775,0.93067467904944,0.0018841067370349573,Sports,2
BtvRaMPJWLs,2018-03-11,2656683,178607,4695,12469,0.9743865315162955,0.004693446677680401,Gaming,14
BuFrAmdWveY,2018-02-20,135252,3980,62,106,0.9846610588817417,0.0007837222370094343,Music,2
BubFE0CYMYg,2018-02-06,590868,12092,145,293,0.9881506905287244,0.0004958806366227313,Entertainment,2
BxZYIjdgGtg,2018-02-02,12100,136,56,75,0.7083333333333334,0.006198347107438017,Music,5
Bxhew4TpiAg,2018-02-19,135209,15194,345,2130,0.9777977990861703,0.015753389197464666,Comedy,6
BxhxZHqHDGA,2018-01-09,44609,1823,19,124,0.989685124864278,0.002779708130646282,Travel & Events,2
ByeyFfOHgQA,2018-02-22,1974540,77880,7415,17314,0.9130664165543115,0.00876862459104399,Film & Animation,7
ByucbuSe958,2017-12-20,506628,16711,432,664,0.97480020999825,0.0013106263372731077,Music,3
Bz947t-vWzE,2018-02-02,1258172,27458,554,4785,0.9802227616735685,0.003803136614071844,Comedy,6
Bzji05zubSc,2017-11-27,437779,3257,234,1044,0.9329704955600114,0.0023847649156309462,Entertainment,6
Bzu4G8uZs-4,2017-12-21,890683,89783,880,3069,0.9902937251138832,0.003445670345117174,Music,9
C-DfipidnOE,2018-02-10,1232834,73849,1546,6821,0.9794946614496982,0.005532780568997935,Science & Technology,9
C1fRIyBW4kk,2018-01-29,15495,685,4,71,0.9941944847605225,0.004582123265569538,Entertainment,2
C2-bOy3H6Ss,2018-01-12,366897,23918,326,1611,0.986553374030688,0.004390878093851953,Howto & Style,5
C3_spbo8eVc,2018-02-27,150729,13242,302,963,0.9777023036030714,0.0063889497044364385,Music,12
C4YNcqNF4hg,2017-11-16,211596,3802,78,232,0.9798969072164948,0.0010964290440272973,Comedy,4
C535gMNdiDk,2018-02-04,894787,3192,1146,757,0.73582295988935,0.0008460113971257965,Education,1
C6Oo9Hel6MI,2018-01-19,108473,8778,159,599,0.9822087948976167,0.005522111493182635,Comedy,7
C6SZa5U8sIg,2018-01-15,4196683,259387,10043,22912,0.9627250120625023,0.005459549839718654,Film & Animation,6
C7lQ_jqSqKQ,2018-04-26,543297,24956,510,3609,0.9799732977303071,0.006642775498484255,Entertainment,13
C7mxTEskjQg,2018-03-04,80528,4097,40,318,0.9903311578438482,0.003948937015696404,Pets & Animals,13
C82YHbZNmKs,2018-01-14,10881,1006,16,164,0.9843444227005871,0.015072144104402168,Howto & Style,5
C9XDrAfT7ks,2018-02-15,23276,796,68,121,0.9212962962962963,0.005198487712665407,Film & Animation,4
CA6A3ZlGlH8,2018-01-12,157496,4155,614,780,0.8712518347661984,0.004952506730329659,People & Blogs,6
CFwXUarN-wg,2018-01-12,83200,15262,26,881,0.9982993197278912,0.010588942307692308,Film & Animation,1
CH3aAnw7XeU,2018-03-30,615196,16592,586,2208,0.9658865991384329,0.003589100059168135,Entertainment,8
CIsfY7S_Uw0,2018-03-13,396222,19594,235,912,0.9881486711382319,0.0023017399336735466,Howto & Style,3
CJUgcgFNNWA,2018-02-26,127068,3775,220,777,0.9449311639549437,0.006114836150722448,Entertainment,9
CJv0I-xYuC4,2018-04-23,369771,11620,646,3476,0.9473340942442524,0.009400412687852753,Entertainment,15
CJzaYLc4pPY,2018-01-20,1029332,104232,1600,15536,0.984881699296999,0.015093283799590414,Music,7
CKPMAICRYuw,2017-11-23,338500,7047,86,321,0.9879433618393383,0.000948301329394387,Entertainment,5
CMJblEavb7g,2017-12-26,50722,1239,70,104,0.946524064171123,0.002050392334687118,Entertainment,9
CNBGEWRdeIM,2018-02-10,84325,4467,21,576,0.9953208556149733,0.0068307144974799885,Howto & Style,7
CO9dIyNM_9Q,2017-11-14,244532,633,174,765,0.7843866171003717,0.0031284249096232802,News & Politics,1
CP5Ro3oy-ec,2018-03-26,2703778,18185,1778,3508,0.9109352301758252,0.0012974437990101258,Entertainment,13
CP6aYDssDSE,2018-02-19,470720,14635,793,2842,0.9485999481462276,0.006037559483344663,Travel & Events,9
CQQit01HHLY,2018-05-17,1968528,150337,1132,9698,0.9925265235790822,0.004926523778173336,Entertainment,14
CR9zYgr84QY,2017-11-14,122669,5723,55,263,0.9904811353409484,0.0021439809568839724,Howto & Style,1
CRSsa2o6PDQ,2018-04-14,699645,19379,1823,1686,0.9140175455145741,0.002409793538151491,Comedy,9
